Name	Sex	Birth	Games	Sport	Event	Status	Team	Pos	Medal	Nat
John Barrington-Ward	Male	1928	1952 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Sabre	13		Great Britain
Cordell Barrow	Male	1940	1964 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Rawle Barrow	19		Trinidad and Tobago
Rawle Barrow	Male	1934	1964 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Cordell Barrow	19		Trinidad and Tobago
William Bartholomae	Male	1893	1936 Summer Olympics	Sailing	6 metres, Open	Olympic	Mystery	9		United States
Jim Barton	Male	1956	1996 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	United States	3	Bronze	United States
Jan Bartosik	Male	1948	1980 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Poland	9		Poland
Karlo Bašić	Male	1911	1952 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Mario Fafangel	20		Yugoslavia
Ahmed Abdul Basith	Male	1942	1972 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Sohrab Janshed Contractor	29		India
Evert Bastet	Male	1950	1972 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Canada	15		Canada
Evert Bastet	Male	1950	1976 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Hans Fogh	4		Canada
Evert Bastet	Male	1950	1984 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Terry McLaughlin	2	Silver	Canada
Joe Batchelder	Male	1938	1964 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Bingo	3	Bronze	United States
Ricardo Batista	Male	1969	1992 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Portugal	21		Portugal
Vasco Batista	Male	1974	1996 Summer Olympics	Sailing	One Person Dinghy, Men	Olympic		22		Portugal
Anastasios Vatistas	Male	1945	1972 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Greece	22		Greece
Gérard Battaglia	Male	1937	1960 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Damoiselle IV	23		Monaco
Gérard Battaglia	Male	1937	1976 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Monaco	23		Monaco
Philippe Battaglia	Male	1958	1988 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		30		Monaco
Albert Batzill	Male	1952	1988 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Peter Lang	8		West Germany
Albert Batzill	Male	1952	1992 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Peter Lang	5		Germany
Armando Bauche	Male	1952	1972 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Mexico	23		Mexico
Jacques Baudrier	Male	1872	1900 Summer Olympics	Sailing	Open, Open	Olympic	Crabe II	AC		France
Jacques Baudrier	Male	1872	1900 Summer Olympics	Sailing	Open, Open	Olympic	Nina Claire	AC		France
Jacques Baudrier	Male	1872	1900 Summer Olympics	Sailing	½-1 Ton, Open	Olympic	Crabe II	2	Silver	France
Jacques Baudrier	Male	1872	1900 Summer Olympics	Sailing	½-1 Ton, Open	Olympic	Crabe II	3	Bronze	France
Jacques Baudrier	Male	1872	1900 Summer Olympics	Sailing	1-2 Ton, Open	Olympic	Nina Claire	3	Bronze	France
Jacques Baudrier	Male	1872	1900 Summer Olympics	Sailing	1-2 Ton, Open	Olympic	Nina Claire	4		France
Lucien Baudrier	Male	1861	1900 Summer Olympics	Sailing	Open, Open	Olympic	Nina Claire	AC		France
Lucien Baudrier	Male	1861	1900 Summer Olympics	Sailing	1-2 Ton, Open	Olympic	Nina Claire	3	Bronze	France
Lucien Baudrier	Male	1861	1900 Summer Olympics	Sailing	1-2 Ton, Open	Olympic	Nina Claire	4		France
Yves Baudrier	Male	1906	1936 Summer Olympics	Sailing	6 metres, Open	Olympic	Qu'Importe	10		France
Yves Baudrier	Male	1906	1948 Summer Olympics	Art Competitions	Music, Compositions For Orchestra, Open	Olympic		HM		France
Luke Baldauf	Male	1969	1988 Summer Olympics	Sailing	Windsurfer, Open	Olympic		24		United States Virgin Islands
Karlo Bauman	Male	1914	1936 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		19		Yugoslavia
Karlo Bauman	Male	1914	1952 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		23		Yugoslavia
Raymond Bauwens	Male	1876	1920 Summer Olympics	Sailing	6 metres, Open	Olympic	Suzy	4		Belgium
James Baxter	Male	1870	1908 Summer Olympics	Sailing	12 metres, Open	Olympic	Mouchette	2	Silver	Great Britain
Behzat Baydar	Male	1901	1936 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Harun Ülman	8		Turkey
Bruce Bayley	Male	1961	1984 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Howard Palmer	19		Barbados
Will Baylis	Male	1962	1988 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	United States	2	Silver	United States
Andy Beadsworth	Male	1967	1996 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Great Britain	4		Great Britain
Andy Beadsworth	Male	1967	2000 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Great Britain	12		Great Britain
Colin Beashel	Male	1959	1984 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Richard Coxon	11		Australia
Colin Beashel	Male	1959	1988 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Gregory Torpy	7		Australia
Colin Beashel	Male	1959	1992 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	David Giles	7		Australia
Colin Beashel	Male	1959	1996 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	David Giles	3	Bronze	Australia
Colin Beashel	Male	1959	2000 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	David Giles	7		Australia
Colin Beashel	Male	1959	2004 Summer Olympics	Sailing	Two Person Keelboat, Men	Olympic	David Giles	15		Australia
Fraser Beer	Male	1949	1972 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	New Zealand	5		New Zealand
Edgar Behr	Male	1910	1932 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		4		Germany
Boris Belada	Male	1920	1956 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Pampero	4		Argentina
Boris Belada	Male	1920	1968 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Argentina	9		Argentina
Iker Belausteguigoitía	Male	1927	1964 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Xolotl	15		Mexico
Iker Belausteguigoitía	Male	1927	1968 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Mexico	12		Mexico
Jason Belben	Male	1965	1988 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Andrew Hemmings	15		Great Britain
Dirk Bellemans	Male	1966	1992 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Johan Bellemans	18		Belgium
Johan Bellemans	Male	1964	1992 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Dirk Bellemans	18		Belgium
Eduardo Bellini	Male	1966	1984 Summer Olympics	Sailing	Windsurfer, Men	Olympic		12		Spain
Fernando Bello	Male	1957	1992 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Francisco de Mello	12		Portugal
Duarte Manuel Bello	Male	1921	1948 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Fernando Bello	2	Silver	Portugal
Duarte Manuel Bello	Male	1921	1952 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Sjöhäxa	4		Portugal
Duarte Manuel Bello	Male	1921	1956 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	José Silva	4		Portugal
Duarte Manuel Bello	Male	1921	1960 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Ciocca III	16		Portugal
Duarte Manuel Bello	Male	1921	1964 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Fernando Bello	8		Portugal
Fernando Bello	Male	1924	1948 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Duarte Manuel Bello	2	Silver	Portugal
Fernando Bello	Male	1924	1952 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Sjöhäxa	4		Portugal
Fernando Bello	Male	1924	1960 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Ciocca III	16		Portugal
Fernando Bello	Male	1924	1964 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Duarte Manuel Bello	8		Portugal
Luca Belluzzi	Male	1977	1996 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		56		San Marino
Esper Beloselsky	Male	1871	1912 Summer Olympics	Sailing	10 metres, Open	Olympic	Gallia II	3	Bronze	Russia
Dieter Below	Male	1942	1976 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	East Germany	3	Bronze	East Germany
Dieter Below	Male	1942	1980 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	East Germany	4		East Germany
Miles Bellville	Male	1909	1936 Summer Olympics	Sailing	6 metres, Open	Olympic	Lalage	1	Gold	Great Britain
Richard Belvin	Male	1941	1968 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Bermuda	13		Bermuda
Richard Belvin	Male	1941	1972 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Bermuda	13		Bermuda
Richard Belvin	Male	1941	1976 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Bermuda	21		Bermuda
Roberto Benamati	Male	1960	1992 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Mario Salani	16		Italy
José María Benavides	Male	1945	1976 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Alejandro Abascal	7		Spain
José María Benavides	Male	1945	1980 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Antonio Gorostegui	7		Spain
Ole Christian Bendixen	Male	1947	1972 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Ragnar Fjoran	14		Norway
Günther Benecke	Male	1923	1960 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Dinah V	8		Germany
Knut Bengtson	Male	1919	1948 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Øivind Christensen	8		Norway
Knut Bengtson	Male	1919	1964 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Monica	15		Norway
Boel Bengtsson	Female	1972	1996 Summer Olympics	Sailing	Two Person Dinghy, Women	Olympic	Lena Carlsson	14		Sweden
Ingvar Bengtsson	Male	1955	1984 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		10		Sweden
Lars Bengtsson	Male	1953	1980 Summer Olympics	Sailing	Two Person Dinghy, Open	Olympic	Stefan Bengtsson	8		Sweden
Stefan Bengtsson	Male	1954	1980 Summer Olympics	Sailing	Two Person Dinghy, Open	Olympic	Lars Bengtsson	8		Sweden
Gösta Bengtsson	Male	1897	1920 Summer Olympics	Sailing	30 metres², Open	Olympic	Kullan	1	Gold	Sweden
José Benítez	Male	1949	1976 Summer Olympics	Sailing	Two Person Dinghy, Open	Olympic	Miguel Casellas	25		Puerto Rico
Steve Benjamin	Male	1955	1984 Summer Olympics	Sailing	Two Person Dinghy, Open	Olympic	Chris Steinfeld	2	Silver	United States
Carlos Miguel Benn	Male	1924	1952 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		25		Argentina
Richard Bennett	Male	1932	1960 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Gerald Bird	30		West Indies Federation
Richard Bennett	Male	1932	1972 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	David Farfan	28		Trinidad and Tobago
Brett Bennett	Male	1947	1976 Summer Olympics	Sailing	Two Person Dinghy, Open	Olympic	Mark Paterson	5		New Zealand
Ed Bennett	Male	1937	1972 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		22		United States
Robin Benson	Male	1929	1960 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Aletta	12		Ireland
Nesbit Bentley	Male	1929	1956 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		20		Fiji
Tony Bentley-Buckle	Male	1921	1960 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Ronald Blaker	20		Kenya
Bill Bentsen	Male	1930	1964 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Buddy Melges, Jr.	3	Bronze	United States
Bill Bentsen	Male	1930	1972 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	United States	1	Gold	United States
Thierry Berger	Male	1962	1992 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Vincent Berger	10		France
Vincent Berger	Male	1967	1992 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Thierry Berger	10		France
Per Bergman	Male	1886	1912 Summer Olympics	Sailing	12 metres, Open	Olympic	Erna Signe	2	Silver	Sweden
Christoph Bergmann	Male	1963	1988 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Brazil	5		Brazil
Christoph Bergmann	Male	1963	1992 Summer Olympics	Sailing	One Person Dinghy, Men	Olympic		10		Brazil
Christoph Bergmann	Male	1963	1996 Summer Olympics	Sailing	One Person Dinghy, Men	Olympic		10		Brazil
Christoph Bergmann	Male	1963	2000 Summer Olympics	Sailing	One Person Dinghy, Men	Olympic		11		Brazil
Philippe Bergmans	Male	1974	1996 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		18		Belgium
Philippe Bergmans	Male	1974	2000 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		16		Belgium
Philippe Bergmans	Male	1974	2004 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		18		Belgium
Åke Bergqvist	Male	1900	1932 Summer Olympics	Sailing	6 metres, Open	Olympic	Bissbi	1	Gold	Sweden
Han Bergsma	Male	1961	1992 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Netherlands	18		Netherlands
Dick Bergström	Male	1886	1912 Summer Olympics	Sailing	12 metres, Open	Olympic	Erna Signe	2	Silver	Sweden
Kurt Bergström	Male	1891	1912 Summer Olympics	Sailing	12 metres, Open	Olympic	Erna Signe	2	Silver	Sweden
Bjørn Bergvall	Male	1939	1960 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Peder Lunde, Jr.	1	Gold	Norway
Nils Berthelsen	Male	1879	1912 Summer Olympics	Sailing	12 metres, Open	Olympic	Magda IX	1	Gold	Norway
Dmitry Berezkin	Male	1963	1992 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Yevgeny Burmatnov	28		Unified Team
Dmitry Berezkin	Male	1963	1996 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Yevgeny Burmatnov	5		Russian Federation
Dmitry Berezkin	Male	1963	2000 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Mikhail Krutikov	11		Russian Federation
Dmitry Berezkin	Male	1963	2004 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Mikhail Krutikov	17		Russian Federation
Esteban Berisso	Male	1937	1956 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		18		Argentina
Klaas Berkeley	Male	1929	1972 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Australia	16		Australia
Hans-Joachim Berndt	Male	1949	1972 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	West Germany	11		West Germany
Edwin Bernet	Male	1935	1968 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Rolf Amrein	8		Switzerland
Edwin Bernet	Male	1935	1972 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Rolf Amrein	14		Switzerland
Carl Berntsen	Male	1913	1936 Summer Olympics	Sailing	8 metres, Open	Olympic	Anitra	8		Denmark
Ole Berntsen	Male	1915	1948 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Snap	3	Bronze	Denmark
Ole Berntsen	Male	1915	1952 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Snude	5		Denmark
Ole Berntsen	Male	1915	1956 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Tip	2	Silver	Denmark
Ole Berntsen	Male	1915	1964 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	White Lady	1	Gold	Denmark
William Berntsen	Male	1912	1948 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Snap	3	Bronze	Denmark
William Berntsen	Male	1912	1952 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Snude	5		Denmark
William Berntsen	Male	1912	1960 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Web II	2	Silver	Denmark
William Berntsen	Male	1912	1964 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Web III	12		Denmark
William Berntsen	Male	1912	1968 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Denmark	13		Denmark
Einar Berntsen	Male	1891	1920 Summer Olympics	Sailing	6 metres, Open	Olympic	Stella	3	Bronze	Norway
Gwenaël Berthet	Male	1970	1996 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Jean-François Berthet	6		France
Jean-François Berthet	Male	1969	1996 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Gwenaël Berthet	6		France
John Bertrand	Male	1946	1972 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		4		Australia
John Bertrand	Male	1946	1976 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		3	Bronze	Australia
John Bertrand	Male	1956	1984 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		2	Silver	United States
Eusebio Bertrand	Male	1930	1960 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Posillipo III	13		Spain
Mark Bethwaite	Male	1948	1972 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Tim Alexander	8		Australia
Mark Bethwaite	Male	1948	1976 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Tim Alexander	9		Australia
Petrus Beukers	Male	1899	1920 Summer Olympics	Sailing	12 foot, Open	Olympic	Arnoud van der Biesen	2	Silver	Netherlands
Christopher Bevan	Male	1937	1960 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	David Butler	4		Rhodesia
Egon Beyn	Male	1894	1928 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		5		Germany
Dhruv Bhandari	Male	1959	1984 Summer Olympics	Sailing	Two Person Dinghy, Open	Olympic	Farokh Tarapore	17		India
Cesare Biagi	Male	1932	1976 Summer Olympics	Sailing	Multihull, Open	Olympic	Franco Pivoli	8		Italy
Bruno Bianchi	Male	1904	1936 Summer Olympics	Sailing	8 metres, Open	Olympic	Italia	1	Gold	Italy
Bruno Bianchi	Male	1904	1948 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Ausonia	5		Italy
Rudi Biaudet	Male	1953	1976 Summer Olympics	Sailing	Two Person Dinghy, Open	Olympic	Mikko Brummer	18		Finland
John Biby	Male	1912	1932 Summer Olympics	Sailing	8 metres, Open	Olympic	Angelita	1	Gold	United States
Juan Bidegaray	Male	1919	1948 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Carlos Sáez	12		Uruguay
Cláudio Biekarck	Male	1951	1972 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		9		Brazil
Cláudio Biekarck	Male	1951	1976 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		4		Brazil
Cláudio Biekarck	Male	1951	1980 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		4		Brazil
Aleksander Bielaczyc	Male	1947	1972 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Poland	20		Poland
Ludwig Bielenberg	Male	1930	1952 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Tom Kyle	9		Germany
Ludwig Bielenberg	Male	1930	1956 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Tilly	10		Germany
Andreas Bienz	Male	1960	1992 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Beat Stegmeier	21		Switzerland
Guram Biganishvili	Male	1950	1992 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Vladimer Gruzdevi	13		Unified Team
Guram Biganishvili	Male	1950	1996 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Vladimer Gruzdevi	16		Georgia
Jock Bilger	Male	1936	1972 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Murray Ross	9		New Zealand
Jock Bilger	Male	1936	1976 Summer Olympics	Sailing	Two Person Heavyweight Dinghy, Open	Olympic	Murray Ross	12		New Zealand
Jon Bilger	Male	1969	1992 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Craig Greenwood	7		New Zealand
Émile Billard	Male	1852	1900 Summer Olympics	Sailing	10-20 Ton, Open	Olympic	Paul Perquer	1	Gold	France
Bob Billingham	Male	1957	1988 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	United States	2	Silver	United States
Martín Billoch	Male	1959	1996 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Martín Rodríguez	7		Argentina
Claudio Bincaz	Male	1897	1936 Summer Olympics	Sailing	6 metres, Open	Olympic	Wiking	4		Argentina
Christian Binder	Male	1962	1988 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Heimo Hecht	24		Austria
Christian Binder	Male	1962	1992 Summer Olympics	Sailing	Two Person Dinghy, Men	Olympic	Markus Piso	26		Austria
David Bingham	Male	1939	1960 Summer Olympics	Sailing	5.5 metres, Open	Olympic	Buraddoo	10		Australia
Norman Bingley	Male	1863	1908 Summer Olympics	Sailing	7 metres, Open	Olympic	Heroine	1	Gold	Great Britain
Boudewijn Binkhorst	Male	1942	1968 Summer Olympics	Sailing	One Person Dinghy, Open	Olympic		19		Netherlands
Boudewijn Binkhorst	Male	1942	1980 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Kobus Vandenberg	6		Netherlands
Boudewijn Binkhorst	Male	1942	1984 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Willem van Walt Meijer	8		Netherlands
Birabongse, Prince Bhanubandh	Male	1914	1956 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Luang Pradiyat Navayudh	12		Thailand
Birabongse, Prince Bhanubandh	Male	1914	1960 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Bumphen Chomvith	19		Thailand
Birabongse, Prince Bhanubandh	Male	1914	1964 Summer Olympics	Sailing	Three Person Keelboat, Open	Olympic	Linglom	22		Thailand
Birabongse, Prince Bhanubandh	Male	1914	1972 Summer Olympics	Sailing	Two Person Keelboat, Open	Olympic	Paitoon Chulatuppa	21		Thailand
